category,continent,ISO_A,country_clean,year,indicator,gender,classif_type1,classif_type2,sector,value,HDI_2023,age_group,education_level,unit,value_usd,scale,population,indicator_abbr,indicator_group
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,45-54,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.228,0.786,"Adults (25-54)",Advanced,thousands,0.228,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.029,0.786,"Senior (55+)",Intermediate,thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 3. Upper secondary education",Other,0.153,0.786,"Senior (55+)",Intermediate,thousands,0.153,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.115,0.786,"Senior (55+)",Advanced,thousands,0.115,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,55-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.049,0.786,"Senior (55+)",Advanced,thousands,0.049,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,15+,NULL,Other,73.559,0.786,"Child (<15)","Not stated",%,73.559,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,15-64,NULL,Other,78.574,0.786,"Adults (25-54)","Not stated",%,78.574,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,15-24,NULL,Other,32.15,0.786,"Youth (15-24)","Not stated",%,32.15,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,25+,NULL,Other,79.804,0.786,"Youth (15-24)","Not stated",%,79.804,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,15+,NULL,Other,59.212,0.786,"Child (<15)","Not stated",%,59.212,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,15-64,NULL,Other,66.75,0.786,"Adults (25-54)","Not stated",%,66.75,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,15-24,NULL,Other,24.406,0.786,"Youth (15-24)","Not stated",%,24.406,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,25+,NULL,Other,64.997,0.786,"Youth (15-24)","Not stated",%,64.997,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,15-24,NULL,Other,32.15,0.786,"Youth (15-24)","Not stated",%,32.15,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,25-54,NULL,Other,90.666,0.786,"Adults (25-54)","Not stated",%,90.666,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,55-64,NULL,Other,69.942,0.786,"Senior (55+)","Not stated",%,69.942,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,65+,NULL,Other,27.249,0.786,"Senior (55+)","Not stated",%,27.249,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,15-24,NULL,Other,24.406,0.786,"Youth (15-24)","Not stated",%,24.406,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,25-54,NULL,Other,81.387,0.786,"Adults (25-54)","Not stated",%,81.387,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,55-64,NULL,Other,54.936,0.786,"Senior (55+)","Not stated",%,54.936,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,65+,NULL,Other,13.224,0.786,"Senior (55+)","Not stated",%,13.224,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,15-24,NULL,Other,32.15,0.786,"Youth (15-24)","Not stated",%,32.15,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,25-34,NULL,Other,87.924,0.786,"Adults (25-54)","Not stated",%,87.924,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,35-44,NULL,Other,93.192,0.786,"Adults (25-54)","Not stated",%,93.192,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,45-54,NULL,Other,90.802,0.786,"Adults (25-54)","Not stated",%,90.802,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,55-64,NULL,Other,69.942,0.786,"Senior (55+)","Not stated",%,69.942,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,65+,NULL,Other,27.249,0.786,"Senior (55+)","Not stated",%,27.249,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,15-24,NULL,Other,24.406,0.786,"Youth (15-24)","Not stated",%,24.406,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,25-34,NULL,Other,82.007,0.786,"Adults (25-54)","Not stated",%,82.007,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,35-44,NULL,Other,83.478,0.786,"Adults (25-54)","Not stated",%,83.478,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,45-54,NULL,Other,79,0.786,"Adults (25-54)","Not stated",%,79,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,55-64,NULL,Other,54.936,0.786,"Senior (55+)","Not stated",%,54.936,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,65+,NULL,Other,13.224,0.786,"Senior (55+)","Not stated",%,13.224,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,15-19,NULL,Other,5.97,0.786,"Youth (15-24)","Not stated",%,5.97,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,25-29,NULL,Other,86.683,0.786,"Adults (25-54)","Not stated",%,86.683,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,30-34,NULL,Other,89.169,0.786,"Adults (25-54)","Not stated",%,89.169,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,35-39,NULL,Other,94.376,0.786,"Adults (25-54)","Not stated",%,94.376,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,40-44,NULL,Other,92.019,0.786,"Adults (25-54)","Not stated",%,92.019,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,45-49,NULL,Other,92.909,0.786,"Adults (25-54)","Not stated",%,92.909,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,50-54,NULL,Other,88.352,0.786,"Adults (25-54)","Not stated",%,88.352,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,55-59,NULL,Other,86.547,0.786,"Senior (55+)","Not stated",%,86.547,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,60-64,NULL,Other,49.446,0.786,"Senior (55+)","Not stated",%,49.446,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",M,65+,NULL,Other,27.249,0.786,"Senior (55+)","Not stated",%,27.249,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,15-19,NULL,Other,2.959,0.786,"Youth (15-24)","Not stated",%,2.959,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,25-29,NULL,Other,77.963,0.786,"Adults (25-54)","Not stated",%,77.963,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,30-34,NULL,Other,85.866,0.786,"Adults (25-54)","Not stated",%,85.866,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,35-39,NULL,Other,83.666,0.786,"Adults (25-54)","Not stated",%,83.666,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,40-44,NULL,Other,83.306,0.786,"Adults (25-54)","Not stated",%,83.306,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,45-49,NULL,Other,81.659,0.786,"Adults (25-54)","Not stated",%,81.659,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,50-54,NULL,Other,76.523,0.786,"Adults (25-54)","Not stated",%,76.523,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,55-59,NULL,Other,69.128,0.786,"Senior (55+)","Not stated",%,69.128,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,60-64,NULL,Other,37.952,0.786,"Senior (55+)","Not stated",%,37.952,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Participation Rate",F,65+,NULL,Other,13.224,0.786,"Senior (55+)","Not stated",%,13.224,relative,17792,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,15+,NULL,Other,73.27,0.786,"Child (<15)","Not stated",%,73.27,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,15-64,NULL,Other,77.53,0.786,"Adults (25-54)","Not stated",%,77.53,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,15-24,NULL,Other,32.574,0.786,"Youth (15-24)","Not stated",%,32.574,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,25+,NULL,Other,80.685,0.786,"Youth (15-24)","Not stated",%,80.685,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,15+,NULL,Other,55.56,0.786,"Child (<15)","Not stated",%,55.56,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,15-64,NULL,Other,60.952,0.786,"Adults (25-54)","Not stated",%,60.952,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,15-24,NULL,Other,26.747,0.786,"Youth (15-24)","Not stated",%,26.747,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,25+,NULL,Other,62.226,0.786,"Youth (15-24)","Not stated",%,62.226,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,15-24,NULL,Other,32.574,0.786,"Youth (15-24)","Not stated",%,32.574,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,25-54,NULL,Other,91.016,0.786,"Adults (25-54)","Not stated",%,91.016,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,55-64,NULL,Other,65.992,0.786,"Senior (55+)","Not stated",%,65.992,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,65+,NULL,Other,22.012,0.786,"Senior (55+)","Not stated",%,22.012,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,15-24,NULL,Other,26.747,0.786,"Youth (15-24)","Not stated",%,26.747,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,25-54,NULL,Other,76.936,0.786,"Adults (25-54)","Not stated",%,76.936,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,55-64,NULL,Other,42.16,0.786,"Senior (55+)","Not stated",%,42.16,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,65+,NULL,Other,13.777,0.786,"Senior (55+)","Not stated",%,13.777,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,15-24,NULL,Other,32.574,0.786,"Youth (15-24)","Not stated",%,32.574,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,25-34,NULL,Other,88.212,0.786,"Adults (25-54)","Not stated",%,88.212,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,35-44,NULL,Other,90.095,0.786,"Adults (25-54)","Not stated",%,90.095,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,45-54,NULL,Other,94.513,0.786,"Adults (25-54)","Not stated",%,94.513,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,55-64,NULL,Other,65.992,0.786,"Senior (55+)","Not stated",%,65.992,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,65+,NULL,Other,22.012,0.786,"Senior (55+)","Not stated",%,22.012,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,15-24,NULL,Other,26.747,0.786,"Youth (15-24)","Not stated",%,26.747,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,25-34,NULL,Other,77.424,0.786,"Adults (25-54)","Not stated",%,77.424,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,35-44,NULL,Other,77.397,0.786,"Adults (25-54)","Not stated",%,77.397,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,45-54,NULL,Other,76.138,0.786,"Adults (25-54)","Not stated",%,76.138,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,55-64,NULL,Other,42.16,0.786,"Senior (55+)","Not stated",%,42.16,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,65+,NULL,Other,13.777,0.786,"Senior (55+)","Not stated",%,13.777,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,15-19,NULL,Other,6.809,0.786,"Youth (15-24)","Not stated",%,6.809,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,25-29,NULL,Other,85.063,0.786,"Adults (25-54)","Not stated",%,85.063,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,30-34,NULL,Other,90.934,0.786,"Adults (25-54)","Not stated",%,90.934,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,35-39,NULL,Other,91.316,0.786,"Adults (25-54)","Not stated",%,91.316,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,40-44,NULL,Other,88.844,0.786,"Adults (25-54)","Not stated",%,88.844,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,45-49,NULL,Other,98.604,0.786,"Adults (25-54)","Not stated",%,98.604,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,50-54,NULL,Other,89.282,0.786,"Adults (25-54)","Not stated",%,89.282,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,55-59,NULL,Other,84.746,0.786,"Senior (55+)","Not stated",%,84.746,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,60-64,NULL,Other,35.982,0.786,"Senior (55+)","Not stated",%,35.982,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",M,65+,NULL,Other,22.012,0.786,"Senior (55+)","Not stated",%,22.012,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,15-19,NULL,Other,6.459,0.786,"Youth (15-24)","Not stated",%,6.459,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,25-29,NULL,Other,74.802,0.786,"Adults (25-54)","Not stated",%,74.802,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,30-34,NULL,Other,80.043,0.786,"Adults (25-54)","Not stated",%,80.043,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,35-39,NULL,Other,76.676,0.786,"Adults (25-54)","Not stated",%,76.676,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,40-44,NULL,Other,78.126,0.786,"Adults (25-54)","Not stated",%,78.126,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,45-49,NULL,Other,78.813,0.786,"Adults (25-54)","Not stated",%,78.813,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,50-54,NULL,Other,72.121,0.786,"Adults (25-54)","Not stated",%,72.121,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,55-59,NULL,Other,52.015,0.786,"Senior (55+)","Not stated",%,52.015,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,60-64,NULL,Other,31.942,0.786,"Senior (55+)","Not stated",%,31.942,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Participation Rate",F,65+,NULL,Other,13.777,0.786,"Senior (55+)","Not stated",%,13.777,relative,17715,LFP,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,15+,NULL,Other,5.659,0.786,"Child (<15)","Not stated",thousands,5.659,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,15-64,NULL,Other,5.453,0.786,"Adults (25-54)","Not stated",thousands,5.453,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,15-24,NULL,Other,0.316,0.786,"Youth (15-24)","Not stated",thousands,0.316,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,25+,NULL,Other,5.343,0.786,"Youth (15-24)","Not stated",thousands,5.343,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,15+,NULL,Other,3.807,0.786,"Child (<15)","Not stated",thousands,3.807,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,15-64,NULL,Other,3.686,0.786,"Adults (25-54)","Not stated",thousands,3.686,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,15-24,NULL,Other,0.218,0.786,"Youth (15-24)","Not stated",thousands,0.218,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,25+,NULL,Other,3.589,0.786,"Youth (15-24)","Not stated",thousands,3.589,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,15-24,NULL,Other,0.316,0.786,"Youth (15-24)","Not stated",thousands,0.316,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,25-54,NULL,Other,4.292,0.786,"Adults (25-54)","Not stated",thousands,4.292,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,55-64,NULL,Other,0.845,0.786,"Senior (55+)","Not stated",thousands,0.845,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,65+,NULL,Other,0.206,0.786,"Senior (55+)","Not stated",thousands,0.206,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,15-24,NULL,Other,0.218,0.786,"Youth (15-24)","Not stated",thousands,0.218,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,25-54,NULL,Other,2.871,0.786,"Adults (25-54)","Not stated",thousands,2.871,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,55-64,NULL,Other,0.597,0.786,"Senior (55+)","Not stated",thousands,0.597,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,F,65+,NULL,Other,0.121,0.786,"Senior (55+)","Not stated",thousands,0.121,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,15-24,NULL,Other,0.316,0.786,"Youth (15-24)","Not stated",thousands,0.316,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,25-34,NULL,Other,1.394,0.786,"Adults (25-54)","Not stated",thousands,1.394,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,35-44,NULL,Other,1.522,0.786,"Adults (25-54)","Not stated",thousands,1.522,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,45-54,NULL,Other,1.376,0.786,"Adults (25-54)","Not stated",thousands,1.376,absolute,17792,EMP,Employment
"Top 5",Oceania,PLW_A,Palau,2020,Employment,M,55-64,NULL,Other,0.845,0.786,"Senior (55+)","Not stated",thousands,0.845,absolute,17792,EMP,Employment
